...	0.01
....	0.01
.....	0.01
......	0.01
........	0.558386067161
.........	0.608173494983
...........	0.01
1/2	0.646989180744
100	0.01
11:11	0.01
18th	0.01
1st	0.49335078798
2-3	0.01
24/7	0.01
2nd	0.01
300	0.01
333	0.523636324179
3am	0.01
500	0.01
5:30	0.01
5SOS	0.01
5am	0.942865313817
:-(	0.01
ACTUALLY	0.01
AGAIN	0.62529592994
ALWAYS	0.977660472761
AND	0.996754734125
ARE	0.01
Abby	0.01
Add	0.01
Ahh	0.01
Alex	0.01
Allah	0.01
Although	0.01
Amber	0.918343617607
America	0.01
And	0.01
Apple	0.01
Awh	0.01
Aww	0.01
Awww	0.01
BABY	0.01
BACK	0.01
BAD	0.574647718172
BUT	0.878077445332
Baby	0.860279024503
Bad	0.93208368723
Because	0.01
Been	0.797182538695
But	0.01
CANT	0.166117428345
CUTE	0.958164912737
Cant	0.770632856813
Cause	0.01
Chelny	0.01
Chris	0.232109887769
City	0.01
Couldn't	0.01
Cute	0.01
DID	0.01
DONT	0.649615270756
Damn	0.01
Dang	0.01
Derek	0.659939391156
Dont	0.01
Dylan	0.01
Eid	0.01
English	0.01
Europe	0.01
Even	0.970955714747
FOLLOW	0.999977499747
FOR	0.01
FROM	0.01
FUCK	0.875625490721
FaceTime	0.01
Fam	0.01
Far	0.01
Feel	0.932949623506
Feeling	0.01
Feels	0.01
Final	0.01
Finally	0.01
Finland	0.01
Frank	0.01
Fuck	0.01
GET	0.917376694712
GOT	0.905262392901
GOT7	0.01
GUYS	0.997436714784
Germany	0.888749120956
Google	0.01
Greece	0.01
Gym	0.01
HAHAHA	0.541405578102
HAVE	0.826123477454
HIS	0.01
HUHU	0.01
Has	0.01
Haven't	0.644344628285
Having	0.01
Help	0.972584186587
Hopefully	0.01
Hotel	0.01
Huhu	0.01
I'M	0.959489447571
I'm	0.01
I'm	0.01
I've	0.31124748995
INFINITE	0.947499340369
IT'S	0.951199243061
ITS	0.01
Indian	0.01
Ireland	0.01
JUST	0.999839987198
Japanese	0.01
Joe	0.01
KEEP	0.01
KIK	0.93965685226
KNOW	0.01
Katie	0.01
LIKE	0.01
LMAO	0.564973450704
LOVE	0.992129023867
Leave	0.01
Leeds	0.974163743936
Like	0.01
Listening	0.01
London	0.01
Looks	0.01
Lunch	0.01
MISS	0.879292329092
MUCH	0.999749968742
Madrid	0.01
Man	0.01
Miss	0.01
Movie	0.01
Music	0.01
NEED	0.460385707858
NEVER	0.01
NEWS	0.01
NHS	0.01
NOT	0.984672534399
NOW	0.956135450655
Need	0.01
Nobody	0.949736805647
Nope	0.01
Not	0.01
OMG	0.01
ONE	0.01
OTWOLGrandTrailer	0.01
Oct	0.01
Once	0.01
Only	0.01
PLEASE	0.998789267063
Paper	0.85761296632
Party	0.904209599595
Play	0.01
Poor	0.996190242875
Rain	0.01
Real	0.01
Really	0.01
Rest	0.01
SAME	0.958830016218
SEE	0.973116128733
SMS	0.544862367943
SNAPCHAT	0.937187281177
SORRY	0.684558251722
Sad	0.993216995424
Sam	0.01
San	0.01
Second	0.01
She's	0.882892971996
Short	0.01
Slow	0.01
Snapchat	0.01
Someone	0.01
Sorry	0.980448876791
Soul	0.01
Spain	0.01
Still	0.999697454233
Stop	0.01
Such	0.01
THANKS	1.0
THAT	0.99998999995
THAT'S	0.01
THE	0.960791340511
THERE	0.01
THIS	0.772476536861
THO	0.652223121332
TIME	0.504995049481
TODAY	0.01
TOO	0.99990999595
Taylor	0.01
Thats	0.01
There's	0.876855176184
They	0.01
They're	0.01
Things	0.01
Think	0.720763484092
This	0.01
Three	0.01
Too	0.965774300756
Towns	0.01
Trying	0.222530896731
UberIceCream	0.998676624338
Ugh	0.943652478405
Unfortunately	0.886428226085
Used	0.01
Very	0.01
WANT	0.99693279613
WAS	0.01
WHAT	0.01
WHY	0.997594607042
WISH	0.01
WITH	0.657384970926
WOW	0.01
WTF	0.01
Watching	0.580964714935
Wednesday	0.705375786372
Went	0.01
When	0.01
Where	0.781533748472
Why	0.990027777388
Wish	0.985065987637
Woke	0.691632127652
Working	0.01
YOU	0.803878100212
YOUR	0.911438423592
able	0.808798491591
abroad	0.01
abs	0.712053368786
abt	0.662476414675
acc	0.985837207657
action	0.01
actually	0.01
